,ID,Name,Review text
218,25,Z***.,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno
219,25,3***1,best experience with Daraz and best experience with this seller. great product and we'll packing.I satisfied with Daraz and with this store. best mobile Tecno Comman 20 with this price.
220,25,A***.,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon
221,25,Z***.,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno
222,25,3***1,best experience with Daraz and best experience with this seller. great product and we'll packing.I satisfied with Daraz and with this store. best mobile Tecno Comman 20 with this price.
223,25,A***.,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon
224,25,Z***.,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno
225,26,3***6,waqt se pehly Dilevry hogai. mob b new he. jazakallah dear
226,27,Amjid H.,"well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks"
227,27,Usman A.,mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚
228,27,0***8,"Great seller, Awesome, thank you so much.recommended seller"
229,27,Sarfaraz A.,25 rupay ziada Lia but product acha aur original tha
230,27,Qasim G.,very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack
231,27,0***5,مجھے اعلیٰ معیار کا موبائل فون ملا ہے اور سیلر بہت ایماندار، تیز رفتار اور اچھی سروس فراہم کرنے والا ہے، اس لیے میں اس کی سفارش تمام دوستوں سے کرنا چاہتا ہوں، شکریہ
232,27,Naveed,100% satisfied.
233,27,0***8,"Great seller, Awesome, thank you so much.recommended seller"
234,27,Shariq W.,great deal...pta approved and plenty of ram 128gb.5000mah battery..hold warranty...so far good impression...hope to use it long time
235,28,3***5,"i loved the phone, its orignal n sealed brand new phone. Thank you seller."
236,28,M***.,#11.11 excellent quality
237,28,Hassan A.,mujhe mbl receive howa hai good 👍 in time and same Samsung product Jo market mn 40000 mn mil rhi this wahine daraz pe 32500 mn Melissa hai
238,28,Mrs A.,Perfect thanks
239,28,asim,thanks
240,28,Arsalan B.,excellent product
241,28,Saad A.,good set box pack new with charger .
242,28,Muhammad W.,Thanks to Glow Tech Original Product delivered
243,28,A Q.,fast delivery.original product with discount
244,29,A***.,"#11.11 The phone with the accessories seems fine but the back side of the phone in black color was not as shown in picture, rather it's kinda green and black mixed with a plain surface."
245,30,3***0,Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya
246,30,3***1,Bht acha mobile he .Thank you.EXCELLENT Service.Delivered on time.
247,30,Muhammad M.,so reasonable so beautiful just like a woo ❤️😊😂 thanks daraz and thnks seller 👍
248,30,Usman H.,Beautiful and nice produt recommended to all. seller is Honest ❤️.
249,30,Kashif I.,bhotttt shukrya Daraz original product hai... fast dilevry.. I am fully satisfied ☺️ thanks 👍🏻😊😊😊😊😊😊😊
250,30,0***4,very nice mobile i love it it's worth it in this price
251,30,3***0,Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya
252,30,Khurram A.,good moblie thanks daraz but color is changed plz send same the which we order.JazakAllah
253,30,Parwaiz S.,Nice I like ♥️
254,31,Qasim I.,its PTA approved device..
255,31,Raheel A.,Very Nice Mobile Thanks
256,32,3***9,very nice and Good packing...Jo dekha aur kaha tha wo hi received howa 3rd time received product and excellent Daraz..Thanks
257,32,Hamza R.,It was just awesome thanks daraz thank you so much Seller Same colour and outstanding service quick delivery...
258,32,3***3,"Grey order kya thw or blue receive hua, Bx yehi waja h jw daraz pr trust ni hota"
259,33,Zulfiqar S.,برانڈ اوریجنل تھا پی ٹی اے اپروول تھا نان ایکٹو تھا میں نے خود ایکٹو کیا دراز کا سیلر تھینک یو ڈبے پہ پی ٹی اے اپروول نہیں لکھا اور وارنٹی کارڈ بھی نہیں ہے جب نیٹ پہ چیک کیا وارنٹی سٹارٹ وی اسی دن ہوئی جب ایکٹو کیا میں نے ان لائن وارنٹی موجود ہے پورے ایک سال کی اور پی ٹی اے پہ جب چیک کیا تو پی ٹی اے اپروول بھی ہے بٹ کارڈ نہیں ہے
260,33,Osama S.,everything went smoothly It took 3 days to get it delivered.
261,33,syed U.,good product highly recommended thanks Daraz #11.11
262,34,Majid R.,Best mobile in this price I recommend others to buy this specially from this seller Seller is very good responsive #ReviewWorldCup
263,34,Gul N.,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ
264,34,Atika K.,"Boht acha tajurba,raha, very kind perdon seller,,her bat ka boht achy sy reply kia,,mjhy ordrr jaldi chahye tha within 2 days mien order milgya,,box pack packing,,delivery bhi fast hui, ,Allah is seller k karobar mien taraqi dy"
265,34,Gul N.,ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ
266,34,HAFIZ J.,very nice seller very coprative and very good product and service
267,34,Gul N.,ایک بار پھر شکریہ اس اسٹور والے کے ساتھ میرا دوسرا تجربہ کامیابی سے مکمل ہوا۔
268,34,Ali N.,"Best seller very cooperative Mobile overall acha ha ,, sb perfect ha.... Pr sb se Acha seller ka ikhlaq ha jis trhan deal krty hain very nice... Will shop again InshaAllah"
269,34,3***8,really honest seller.. fast delivery service.. same as shown Jo dekha waise hi Aya box packed😍 I don't have pic now but I'll show pics very soon.. thank you so much seller and daraz😇 100% recommended 🤩🤩
270,34,3***5,behtreen service daba pack set behtreen packing mein mily delivery bhe tym.sy pehly 3 din mein ho gae seller jaldi response karta hay highly recommended
271,35,Faheem Y.,Deliver on time good product 👍
272,35,Waqar B.,"Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market."
273,35,daud A.,original product delivered .... reliable seller ....... timely delivered ....!
274,35,daud A.,original product delivered .... reliable seller ....... timely delivered ....!
275,35,zubair,Thanx 4 sending blue clr market mai bht short ha aur black mai mil raha tha
276,35,Faheem Y.,Deliver on time good product 👍
277,35,Hasnain K.,excellent recommended
278,35,Basharat A.,"Good 👍👍👍👍👍 cell 📱📱📱📱 phone, honest seller, 💯💯💯💯💯 thanks Daraz and Seller"
279,35,rao I.,trusted seller original and perfect mobile recieved
280,36,Ali H.,Mobile phone kamal ka. tha bilkul ok piece tha.
281,36,farhat B.,Baki Mobil tu thk ha but battery timing thori fast ha baki best ha thanks draz seller
282,36,Hamza K.,bhot hi acha ha atna price ma acha hi atya ha
283,37,3***1,"it's really was a good experience , mobile phone has a brand new look, it's performance in future will prove it's ultimate quality and cost effectiveness"
284,37,Umer F.,The phone is damaged and is not working . Has been a week that I ordered a return request but haven’t received any rider who can pick up the defected piece
285,37,*******847,پلیز سر اپنا چیز واپس لے جاو نہیں چاے ہم
286,38,3***9,honest seller fast shipping phone is very good camera results also nice all over good phone and I ordered again
287,38,reeb,"Original product, good service and quick delivery."
288,38,3***9,"Got the parcel in 2 days. Seller was way too helpful. Product is genuine, PTA approved. 12 months warranty from Advance Telecom. A nice handful and cost effective mobile phone. Highly recommend."
289,38,Moazzam A.,jazakallah honest seller and deliver in just 2 days authentic product product to apni jagah itni qeemat men bhot acha hai lekin asal men Jo muje free men mili woh seller ka Sacha aur jaldi response hai jis ki bhot ahmiyat hai Allah aap k karobar men taraqqi ata farmaey thank you so much
290,38,Syed M.,very nice mobile very good quality ♥️♥️♥️♥️♥️♥️
291,38,Humayun F.,"Very fast delivery, seller is very responsive and honest. Original product received in original packing with 1 year E warranty. Phone is also superb as per expectations."
292,38,3***5,boht acha mobile hy zaberdeast
293,38,Noman S.,nice mobile phone .thanks daraz
294,38,Naziya B.,Mashallah the phone is more beautiful than the picture and the seller is very cooperative even though I ordered a wrong but they changed it's color to my liking when I text them jazakallah
295,39,Rana A.,Very nice 👍 mobile
296,39,Khan S.,it is more than perfect... thanks daraz and thanks dealer
297,39,syeda,😅thri preshni thi mehngi chez phli dfa daraz sy buy krty hue k pta k orignle hgi k ni but dekh k sary doubt clear ho gye daraz ki dlivry srwis bht slow hti ja re bki fon A1h 😍
298,40,Zain Z.,I received my product before Delievery date Thr phone was box packed I recommend this seller for Phone Buying I am truly satisfied with the seller
299,40,3***0,"excellent service, very cooperative seller, very fast delivery"
300,40,Anne M.,"Alhamdolillah, got my package delivered super fast within 12hrs 50 mins to be exact, even before the initial expected arrival date. Seller was super cooperative, humble and replied instantly in chat. The parcel itself was packed firmly, carefully and securely. The phone was PTA approved. The official warranty started on the date of purchase. I'm more than satisfied with my experience. Highly recommended! Thank you very much Daraz and Seller! Jazakallah!"
301,40,Dr A.,Alhamdullilah ❤️ Original Product 👌 Recommended 👍🏻
302,40,hizar H.,It’s my first order from daraz.original device bheji hai seller ny main ny sy baat kar ky delivery fast karwai thi on time mujhy mobile mil gya I’ll recommend this seller
303,40,3***5,bth acha thanks daraz jasa mangwaya whe byja h r 1 din my he delivery h gya bundle of thanks
304,40,3***9,beautiful and orignal products seller is so good 💯💯💯💯💯💯😊😊😊😊
305,40,zohaib S.,Satisfied Original product with All the Asscessories sealed packed Happy to buy mobile from this seller Recommended
306,40,Mi B.,Receive in Perfect condition
307,41,Muhammad B.,"Unbelievable! phone is 100 percent original and value for money, don't know how seller managed to offer the phone in such a cheap price, moreover its officially PTA approved. seller deserves 10 stars"
308,41,Musadique S.,"Genuine samsung mobile, well packed, pta approved. I like it. Very beautiful mobile and hope it will be long lasting experience. #11.11"
309,41,S***.,"#11.11 Mobile without mobile warranty card, charger but seems good, packing was not good delivery is pathatic"
310,41,Musadique S.,"Genuine samsung mobile, well packed, pta approved. I like it. Very beautiful mobile and hope it will be long lasting experience. #11.11"
311,41,S***.,"#11.11 Mobile without mobile warranty card, charger but seems good, packing was not good delivery is pathatic"
312,41,0***4,"Bought 3 phones and all are new, sealed pack, non active and PTA Approved. No warranty card but Daraz official warranty claimed by seller. #1111"
313,41,3***5,orignal pta approved hai.seal pack mob hai.perfomance me mobile buhat zbrdast hai.scren resulation b buhat best hai.jo b purchase karna chahty hai eyes close kar k order kar dy
314,41,0***4,"Original Samsung A14 Phone. Its daraz official warranty, not Samsung official warranty. 100% PTA Compliance. #1111"
315,41,3***9,"no warranty card, no charging cable,no adopter ab pata nahi chalne me kia rang dekhai ga? Allah kher kare. but delivered in time & same as shown."
316,42,Gohar I.,this is the initial review. the phone is the same as shown.good thing is that it is managed directly by Daraz. packaging was amazing. order came 1 day late only.
317,42,Yasir Q.,Daraz is very helpful😎😎I was not have enough money to buy this range mobile so i buy on installment from daraz😍😍😍 Mobile ki look boht achi hy or is range mai best hy😁Thanks daraz and seller🤓
318,42,3***4,"Camera satisfactory nh ha, Baki mobile ok ha"
319,42,Yasir Q.,Daraz is very helpful😎😎I was not have enough money to buy this range mobile so i buy on installment from daraz😍😍😍 Mobile ki look boht achi hy or is range mai best hy😁Thanks daraz and seller🤓
320,42,3***9,very good price comparison to Infinix note 30 pro which black market launch price 61k whereas selling it on 95k
321,42,Waseem A.,Product is good. well packed and everything included. Orignal product. Satisfied with the service. Delivery was on time.
322,42,Arshad F.,"The phone is very good and in good price. Delivery was fast. Phone box was wrapped in bubble wrap, so it was safe. Satisfied with the seller."
323,42,U***n,"Authentic product in good price . Lightweight, camera is 50MP but quality is not that good. Camera rating 7/10. User interface is very versatile. Face id recognition is not as expected 7/10. At night in ful darkness it has difficultly in recognition. Speaker sound is good."
324,42,Asim K.,Excellent quality. PTA approved. Fast delivery. Received less than 24 hours of order.
325,43,3***8,Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.
326,43,3***1,achhi packing but charging adapter was normal no handsfree no protector no mobile cover baqi use kr ke pta chalay ga dekhnay nice hai
327,43,Haseeb A.,mobile is just go0d. average in use.. bettery timing is go0d.. camera is just average. overall ghar use k lia thek hai jaha bs call waghaira k lia instmal hota ho
328,43,Amjad H.,"I upgraded my stand by phone from A1+ to A2+. I received this phone in great packaging. Delivery was fast. Phone seems a little better than A1+. I wish it would have Type C charging. I'm surprised to see the camera quality, display and battery timing of this phone. A perfect phone in this range with very few compromises. Highly recommended."
329,43,Umer S.,"Assalamu Alaikum, Thank God & Thanks Daraz Team & Wander/seller (XIAOMI). Good Packing & Short Delivery time. Original Product 100%. Recommended. Khushe hai ke AAZADI SALE mai itny Best Price main Redmi A2+ Offer kiya gya, Thanks Daraz app."
330,43,Malik S.,"I recently ordered a phone , and I must say it was a convenient experience. The website had a user-friendly interface, making it easy to browse and compare options. Placing the order was straightforward, and they provided clear shipping information. The phone arrived in good condition and on time. Overall, a hassle-free online phone shopping experience."
331,43,afzal,received my order .The product is very good .I am satisfied with Daraz and the seller response is good .But LCS service is poor due to not deliver my parcel to me not to inform me and delivered my parcel any other address.
332,43,Adnan A.,Very good quality and design. Mobile is genuine and working fine so far. Delivery was quite quick and I received the mobile next day of ordering. price was competitive with market. thank you Daraz.
333,43,Bilal A.,Genuine product and good cell phone in this range .. got at the lowest price through HBL Mega Deal 👍 .. Properly packed and timely delivered .. Satisfied with the seller 🙂 .. Cheers 🙂 !! #11.11
334,44,Snake E.,"I got what was shown, but I want to tell about the seller that my chat was not responded even after a couple of days, so please make your availability there so that the customer can place the order with full sitesify. Because the amount matters But my goal was to buy the product from there, so I took what I have and it is 💯 %authentic, and the warranty has not started yet, But the handsfree did not come out of the box, maybe not provided by the company. So the Overall experience was great and the seller is highly recommended. Thanks Daraz & Seller.🥰"
335,44,israr A.,Great Experience as usual and I have purchased many mobiles from DARAZ but this time get maximum discount in 11/11 Sales on Note 30 pro
336,44,basit 7.,Asalam o alikum so nice Mob bht acha hai 👌same as show i’m satisfied to daraz thanks daraz and delivery time also good
337,44,Usama S.,"Acha mobile hai and same cheez delivered ki hai with fast delivery service, satisfied with daraz and seller, i bought many mobiles from daraz aj tak koi b mobile kharab nhe nikla, thanks daraz for maintenance of trust with customers. love from Rawalpindi"
338,44,Amir B.,Allahamdolilah received📩 mobile is original and new as mentioned recommended for buying. same thing which is ordered rather late delivered
339,44,Mrs A.,Nice Mobile at this price with special specs. Delivered late but overall services by daraz are good.. Thanks
340,44,ihtesham,I received my parcel two days ago. genuine products hai ❤️❤️aur time pr delivered hua.😍 Dill khush ho gia cell dekh kr thank you so much bhai🥰
341,44,*******905,buht acha phone ha original phone one year official warranty ha ❤❤
342,44,Arslan Z.,"#11.11 No doubt the phone is worth buying , color is awesome and the specs are too good. I hope it will continuously perform as it is doing now, I was afraid before buying as there was no any review about this phone on this seller, But Thanks for sending me original device."
343,45,Habib R.,#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.
344,45,ChefMisbah,everything is perfect colour b same aya..😇 I am so happy thanks Daraz ..❤ highly recommended... 👌👍
345,45,junaid K.,#11.11 sale main good mobile mil gaya hy market sy bhi sasta same as shown in the picture 😺 reviews dekh ky tu dar gaya tha but ❤️ genuine product hy pin pack pta approved and non active
346,45,Shakir,"I get the mobile its pta approved but made of Vietnam also its doesn't have charger that's the negative point , get the mobile on discounted rate in #11.11 . hopefully it will work for a long time 😃"
347,45,zeeshan K.,"phone was brand new, box packed, came in secure packaging,can't see the PTA sticker,, but seller said it is approved,, so i believe seller words😊."
348,45,Tariq A.,Got this in just Rs.26419 while market price is still Rs.30000. Thanks to Daraz 11.11 Exactly same as described. delivered in just 2 days. its my 4th cell phone purchase from Daraz. Amazing experience as always
349,45,talha J.,Yr bht he sasta mila sale mai market mai 35 ka hai 128gb or wholesale mai bhi 31 se kam mai nahi hai or dosra non active hai vip hogia mene online check kia hai original packing mai tha thanks bhai jan
350,45,Kamran A.,Buhat Acha Mobile hai 100% Original products thanks Daraz Thanks seller
351,45,w***.,Mobile is the same as shown in the picture... Original product. Charger not available in the box.Satisfied with the product but delivery was far away from expectations
352,46,Asif B.,"phone is damaged from edges, pictures uploaded"
353,46,M F.,Same As Described original product found in reasonable price than Market
354,46,Bilal B.,Seller is fraud. He is sending Redmi 12C instead of Redmi Note 12. DARAZ.PK should take action on this. In last 1 week multiple reviews came from buyers as they have received wrong product. Fortunately i have recorded video while opening my parcel. I have attached video evidence. I hope Daraz.pk will take immediate action and compensate the buyers on priority. I will never order from this store again.
355,46,Mirza M.,Genuine product as shown. Most reasonable price on Daraz even any mobile market.
356,46,Saif U.,#11.11 Good and Pin Packed Mobile Thanks seller and daraz No any Fault
357,46,3***6,#11.11 Ordered grey colour but received green. Green is also a very good colour. Product is very good. The price is also very reasonable as compared to the market.
358,46,M F.,Same As Described original product found in reasonable price than Market
359,46,Zeeshan Y.,"nice phone, camera results awesome 👍,"
360,46,Waqas A.,thanks 👍 good product 👍 colour black kaha tha but green Mila anyway so NYC colour fade
361,47,abdul S.,پن پیک فون ہے۔ جو لوگ کہتے ہیں کہ ڈبے میں کچھ چیزیں کم ہیں ۔ تو شائد اس کی وجہ یہ ہے کہ یہ ماڈل چائنہ اسمبل ہے ۔ باقی اللہ بہتر جانتا ہے۔
362,47,Iqbal S.,"It's 128 gb variant not available in Pakistan but the seller has amazingly provided it. The product is genuine, received well packed and timely deievered. Thanks to seller and daraz..."
363,47,3***2,#11.11 To cut the long story short: all is well and of fine quality.... really satisfied with each and every single thing.. #11.11
364,47,Iqbal S.,"It's 128 gb variant not available in Pakistan but the seller has amazingly provided it. The product is genuine, received well packed and timely deievered. Thanks to seller and daraz..."
365,47,Nizam U.,mobile is pta aproved. moible is very good. this mobile was only available on daraz. in market it is not available .the crated goes to daraz. i bought it on 38919 rupess. 8 128 i hope it is a good price
366,47,3***2,#11.11 To cut the long story short: all is well and of fine quality.... really satisfied with each and every single thing.. #11.11
367,47,Khalida B.,The product was same as was expected. Although delivery got very late but wait was worth it. Mobile was pin packed and PTA approved.Thanks a lot
368,47,muhammad B.,i have received my phone in time new and original condition best seller best service thank you daraz for best services!
369,47,imran T.,"origional product. pta approved hai, non activated phone tha. sim dal k active kiya warranty 1 year activate hui ha. at first i was worried by reading some negative comments but origional product rcvd. 5 stars to seller ."
370,48,Muhammad Z.,Excellent 👍 Pin pack device with mega discount in #11.11 #11.11 seller is honest Daraz has become a life patner. Thanks Daraz. Thanks Tecno Pakistan.
371,48,A***.,"Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications"
372,48,aamir B.,"Tecno Spark 10 Pro 💯% original mobile, PTA approved, sealed pack, box pack, with all accessories. thank and love u daraz and seller 🥰🌹👍"
373,48,A***.,"Mobil is little bit slow, camera result average. Seller is not cooperating but product received is well packed and as per mentioned specifications"
374,48,3***1,"at least i recieved my phone its awesome phone features also best, camera 💯 , battery life too good, smart and weight less phone 💯 recommended"
375,48,Tabraiz A.,After using for few days i found this phone very recommended under such price
376,48,Bilal A.,الحمدللہ ٹیکنو موبائل فون %ا100 اوریجنل موبائل ہے ۔ وارنٹی بھی 13 مہینے کی ہے ۔ میں سیلر کی سروسز سے مطمئن ہوں ۔
377,48,Fateh K.,#11.11 میں نے ابھی تک اسے کھولا نہیں ہے ۔ ارڈر دیے ہوئے چھ دن ہو چکے تھے کافی لیٹ ایا ہے ۔ لیکن بہرحال اوریجنل پروڈکٹ لگ رہی ہے ۔ شکریہ دراز 🌹
378,48,Salahuddin B.,very good mobile phone 📱 Tecno spark 10 thanks daraz
379,49,faheem,very fast delivery and origional sealed pack mobile I am satisfied
380,49,Khurram J.,سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ
381,49,Malik S.,"not recommended, not a good set, camera not good,touch very poor, performance also poor, charger not included in box. be careful"
382,49,Malik R.,Allhamdullilah 🥰 Very Good mobile recieved on time good features but only concern is warranty because seller is not properly guiding about that
383,49,Khurram J.,سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ
384,49,V***.,Very nice mobile with fast delivery by daraz
385,49,0***7,Buhat acha experience hy
386,49,Ghulam H.,"amazing choice of phonenin this price range currently. bcz i used note 20 ultra before this and now using this A14. not big differencebof performance in this price. phone was well packed and new untouched. so don't hesitate to buy samsung A14, 6/128"
387,49,Muhammad J.,Very satisfied with the delivery time and packaging. This was a gift to my mother and she is really happy
388,50,Muhammad K.,"It was an absolutely amazing experience. ordered on the 17th-October night and got it around 01-pm afternoon on 18th-October in less than 12 hours. As far as the product is concerned, Samsung is always a great experience as I have been a user of it since the beginning of the Android era back in 2010. Thanks, Daraz and seller, for extreme level service. Daraz is a highly recommended e-commerce platform of Pakistan from 2016 to till date, never disappointed me with services."
389,50,Umar,Perfect packing timely delivery original product 100% Authentic excellent experience Highly recommended for those who afraid to buy costly items online . thanx seller n Daraz.
390,50,khan K.,Excellent 👌
391,50,Amdad S.,Genuine Product ❤️❤️❤️ Thanks Seller 😊🤩🤩 Thanks Daraz 👍👍
392,50,3***8,Awesome mobile excellent service by
393,50,Muhammad A.,ماشاءاللہ جس رنگ میں آرڈر کیا تھا وہی ملا ہے اور موبائل ڈبہ پیک تھا جو اپنے ہاتھ سے کھولا اور آج سے ہی وارنٹی شروع ہوئی، ڈیلیور بھی وقت سے پہلے ہوا۔شکریہ سیلر
394,50,gulraiz A.,I am very Happy. the phone is great and delivered within 2 days. thanks
395,50,Sameed S.,Orginal stuff. Satisfied!
396,50,Muhammad W.,"genuine sealed product, warranty started after i started using it. 1st very good online experience on mobile. always check authentic brand verified from daraz."
397,51,Noman A.,Reciceved it in 3 days good mobile original no damage to the product original charger was also in the box Recommended Seller
398,51,Muneeb R.,UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM
399,51,Aziz U.,"Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller."
400,51,Aziz U.,"Product is original and as per details given. Delivered well before the committed time. Good presentable packaging, delivery is safe and sound.recommended the saller."
401,51,Muneeb R.,UNBEATABLE PRICE BY SELLER VERY CO OPERATIVE SELLER BUT VERY LATE ANSWERING . OVERALL 10/10 THANK YOU TO DARAZ PLATFORM
402,51,Uxman Z.,Very Good seller at daraz store.i am satisfied with this order and recommend this seller. very Good and fast mobile thanks daraz.
403,51,Muhammad F.,very nice good quality mobile average price rom 128GB
404,51,shehzad A.,very good seller original product
405,51,Muhammad R.,zaberdast 10/10
406,52,Abdul S.,1 . Look & Design: Phone is awesome in look very beautiful design. Feels like premium flagship 2. Performance : Satisfactory 3. Battery : Awesome 4. Front Camera Average 5. Back Camera : Good but not excellent 6. Over all : Value for money. Recommended this item.
407,52,3***8,بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں
408,52,M J.,I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want
409,52,M J.,I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want
410,52,3***8,بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں
411,52,Muhammad A.,"Product was delivered within two days, Alhamdolillah I received the same phone as they promised. I was worried about the delivery of the product but the seller was very cooperative. Thankyou again. I am unable to share my phone's pictures because i captured them from my old phone, and unfortunately its battery is dead, (the reason i bought this phone). I would definitely recommend people to buy from AlhamdoLillah Traders Co. They are trusted 😃, From: Dera Ismail Khan."
412,52,Zakir S.,"Trusted Vendor, Responsive.. well packed received in a very good condition.. a Very beautiful Mobile phone, haven't used yet but Hope it would work great... thanks Seller"
413,52,WASEEM A.,"I Give 5 Star Rating on this product. The seller is very cooperative, honest, friendly and has fast delivery service. Give me the original product. same as show in add. Thanks seller and thanks Daraz."
414,52,Zaid S.,So i ordered white color accidentally but mene seller ko chat me kh dia k mugha green chahiya and he said ok but seller ne bhi galti se white bhj dia. Jb mugha deliver hua to mene unse contact kia and unho ne mugha replace krna ki offer ki k ap is shop pr ja kr clr change krwa le. Amazing after sales. And the product i got is genuine box packed.
415,53,Nasir,"Original Product, Packing for logistics was excellent. Delivered on first promised day( took 4 days to deliver a standard time. price slight higher than company declared price and market price but it's ok in case of 0%installments"
416,53,3***1,"Thanks to the seller for the phone the same as I ordered, the same color keeps your trust to people but guarantee card is Missing I ordered one more same mobile with an other number"
417,53,Atif S.,received my package today good looking mobile in this price tag.
418,53,Abdul R.,"Received just in one day, Looks good. 👍"
419,53,Aliyan M.,very nice and good mobile in this price range and its my first experience very good experience
420,53,Muhammad H.,"Honest Seller, the product was same as shown. delivery little bit late but the seller 100% Recommend."
421,53,Asif G.,Original Product and super fast delivery within 18 hours. Good seller. thanks Daraz.
422,53,3***1,same product. jo btaya wohi delivere kia delivery service boht fast hy. good.
423,53,Mian Z.,Xiaomi no 1 world choice nice fone big battery charging type C honi chahia thi.
424,54,Asim A.,Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.
425,54,Faisal K.,Nice mobile delivery in time thanks for seller
426,54,3***6,thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience
427,54,Asif M.,delivered phone same as shown in picture
428,54,Namaloom F.,product delivered with in the time period given. thanks daraz and seller for keeping our trust.
429,54,Arslan A.,"First experience for buying mobile phone from Daraz, good Mobile Phone with reasonable price, Seller is very cooperative. Recommended Seller 👍"
430,54,Abdul B.,"Like every time, this time also the experience was very good and I received the delivery on time. Thank you daraz"
431,54,Muhammad I.,Honest seller. Geniun product. Same as shown. PTA approved. 11/11 offer benefit. Very low price. Thanks daraz. 5 stars.
432,54,Faysal,original product and sealed. bus delivery time zyada laga tha may be due to 11 11
433,55,Syyeda Q.,Zabrdast mobile hy. Original packing k sath. Markeet me final 39000 ka mil raha tha. Daraz se 36500 ka mila hy. Thnkew daraz
434,55,zahid I.,Thanks Daraz. Original device in a low price and deliver safely on time. Keep it up
435,55,Saima A.,best mobile good and save and fast delivery on time.. thank you selar thank you daraz
436,55,No O.,buht hi Acha experience raha. Market se buht hi discounted price pr buy kiya and also delivered within one day. Happy with purchase😊
437,55,Qamber A.,It was worth it! The mobile phone is original and really good in performance and it is really recommended. The only thing missing is that we didn't get any warranty card in the box.
438,55,0***4,product is made in Pakistan however it is of good quality
439,55,Basharat A.,"Bohat hi aala phone hey, 👋😊👋👋 Thanks to Seller and Daraz"
440,55,3***5,Best product Best seller service thanks Draz
441,55,Saima A.,best mobile good and save and fast delivery on time.. thank you selar thank you daraz
442,56,Meerullah,Great phone and in same condition box packed sealed. Orrigional accessories. Everything is great but delivery was not good by leopard. They tell that delivery is not in that area.
443,56,Abdul G.,Mashallah phone Tu great ha budget friendly value for money packing company packing mei tha seal pack sound system JBL company Ka ha sound la Jawab ha 10/10 for seller and for phone 10/8
